[1, 0]::: that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D
[1, 0]:::is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!
[1, 0]:::@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds
[1, 0]:::my whole body feels itchy and like its on fire 
[1, 0]::: it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. 
[1, 0]:::@Kwesidei not the whole crew 
[1, 0]:::Need a hug 
[1, 0]::: how's you ?
[1, 0]:::@Tatiana_K nope they didn't have it 
[1, 0]:::@twittera que me muera ? 
[1, 0]:::spring break in plain city... it's snowing 
[1, 0]:::I just re-pierced my ears 
[1, 0]:::@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . .
[1, 0]::: idk why I did either. you never talk to me anymore 
[1, 0]::: zac snyder's just a doucheclown.
[1, 0]:::@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!
[1, 0]:::Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?
[1, 0]:::about to file taxes 
[1, 0]:::@LettyA ahh ive always wanted to see rent  love the soundtrack!!
[1, 0]:::@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? 
[1, 0]:::@alydesigns i was out most of the day so didn't get much done 
[1, 0]::: and asked to meet with her at Mid Valley today...but i've no time *sigh* 
[1, 0]:::@angry_barista I baked you a cake but I ated it 
[1, 0]:::this week is not going as i had hoped 
[1, 0]:::blagh class at 8 tomorrow 
[1, 0]:::I hate when I have to call and wake people up 
[1, 0]:::Just going to cry myself to sleep after watching Marley and Me.  
[1, 0]:::im sad now  Miss.Lilly
[1, 0]:::ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again 
[1, 0]:::Meh... Almost Lover is the exception... this track gets me depressed every time. 
[1, 0]:::some1 hacked my account on aim  now i have to make a new one
[1, 0]:::@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May though
[1, 0]:::thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! 
[1, 0]:::@julieebaby awe i love you too!!!! 1 am here  i miss you
[1, 0]:::@HumpNinja I cry my asian eyes to sleep at night 
[1, 0]:::ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now 
[1, 0]:::@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...
[1, 0]:::@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge
[1, 0]:::@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. 
[1, 0]:::Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend 
[1, 0]:::really don't feel like getting up today... but got to study to for tomorrows practical exam... 
[1, 0]:::He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart 
[1, 0]::: sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!
[1, 0]:::@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it 
[1, 0]:::Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.
[1, 0]:::@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... 
[1, 0]::: it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?
[1, 0]:::Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it 
[1, 0]:::is strangely sad about LiLo and SamRo breaking up. 
[1, 0]:::@tea oh! i'm so sorry  i didn't think about that before retweeting.
[1, 0]:::Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are 
[1, 0]::: you're scrolling the feed a lot. 
[1, 0]:::our duck and chicken are taking wayyy too long to hatch 
[1, 0]::: and now I forget the name of the site. 
[1, 0]:::I need a hug 
[1, 0]::: I dont think can trade away company assets sorry andy! 
[1, 0]:::@oanhLove I hate when that happens... 
[1, 0]::: you'd think more shows would use music from the game. mmm
[1, 0]:::Ugh....92 degrees tomorrow 
[1, 0]:::Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.
[1, 0]::: it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?
[1, 0]:::just leaving the parking lot of work! 
[1, 0]:::The Life is cool. But not for Me. 
[1, 0]::: and now I never will. 
[1, 0]:::I had such a nice day. Too bad the rain comes in tomorrow at 5am 
[1, 0]:::@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks 
[1, 0]:::Damm back to school tomorrow 
[1, 0]::: no money.  how in the hell is min wage here 4 f'n clams an hour?
[1, 0]:::@katortiz  Not forever... See you soon!
[1, 0]::: I saw the failwhale allllll day today. 
[1, 0]:::@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!
[1, 0]:::@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!
[1, 0]:::i really hate how people diss my bands!  Trace is clearly NOT ugly!
[1, 0]::: Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.
[1, 0]:::Why won't you show my location?!   http://twitpic.com/2y2es
[1, 0]:::No picnic  my phone smells like citrus.
[1, 0]::: he'd (and me'd) be glad to see your mug asap. Charger is still awol. 
[1, 0]:::No new csi tonight.  FML
[1, 0]:::i think my arms are sore from tennis 
[1, 0]:::wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . 
[1, 0]:::sleep soon... i just hate saying bye and see you tomorrow for the night. 
[1, 0]::: shame I already booked and paid for mine 
[1, 0]:::missin' the boo 
[1, 0]:::@markhardy1974 Me too  #itm
[1, 0]:::Damn... I don't have any chalk! MY CHALKBOARD IS USELESS 
[1, 0]::: but hates that she's had a sore throat all day. It's just getting worse too 
[1, 0]:::@msdrama hey missed ya at the meeting  sup mama
[1, 0]::: STOP SMOKING!!!
[1, 0]:::why is it always the fat ones?! 
[1, 0]::: they're asleep right now. Muahaha. *evil laugh*
[1, 0]:::@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad 
[1, 0]:::wednesday my b-day! don't know what 2 do!! 
[1, 0]:::Poor cameron (the hills) 
[1, 0]::: the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache 
[1, 0]::: find someone ulike
[1, 0]:::Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435
[1, 0]:::grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....
[1, 0]::: I actually won one of my bracket pools! Too bad it wasn't the one for money 
[1, 0]::: either  and i work for you!
[1, 0]:::A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.
[1, 0]::: Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji
[1, 0]::: yesterday was such a pain. Got the fail whale +15 times in 2 hours.... 
[1, 0]:::Behind on my classes for work 
[1, 0]:::watching &quot;House&quot; 
[1, 0]:::@kpreyes Remember my bum leg? Strikes back this time its serious 
[1, 0]::: but no recalls 
[1, 0]:::Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014
[1, 0]:::would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?
[1, 0]:::@Henkuyinepu it's overrated 
[1, 0]:::@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times 
[1, 0]:::laying in bed with no voice.. 
[1, 0]:::I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy
[1, 0]:::@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.
[1, 0]::: the suicide thing. I refuse to believe that that is actually what happened. 
[1, 0]:::@salancaster  hope your ok.
[1, 0]:::@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love
[1, 0]:::@HibaNick yeah aw but i know i wudnt stand a chance 
[1, 0]:::ugh. cant sleep. its 1:30am. 
[1, 0]:::Hanging in Crooners. Wanna sing. Can't. Sucks. 
[1, 0]:::@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! 
[1, 0]:::Is pissed off that there's no ASBA's for a radio station. 
[1, 0]:::wednesday my b-day n don't know what 2 do!  
[1, 0]:::I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. 
[1, 0]:::I am in pain. My back and sides hurt. Not to mention crying is made of fail. 
[1, 0]::: then back to sleep...ugh I hate getting sick... 
[1, 0]:::@allyheman but.. but.. but.. I'm not a big fan on camilla belle 
[1, 0]::: must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine 
[1, 0]:::This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done 
[1, 0]:::I'm so cold 
[1, 0]:::@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow 
[1, 0]:::@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff
[1, 0]:::Hoping the tummy rumbles go away soon 
[1, 0]::: and then I called the agency to follow up and they said it was over. 
[1, 0]:::almost bedtime 
[1, 0]:::I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart
